Report_ID,Source_File,Report_Type,Year,Date,Country,Function,Employer,Occupation,Body_Part,Nature_of_Injury,Time_in_Service,Cause,Activity,Mode_of_Operation,Point_of_Release,Process_Safety_Fundamental,Primary_Life_Saving_Rule,Secondary_Life_Saving_Rule,Rule,Narrative,What_Went_Wrong,Corrective_Actions,Causal_Factors,Source_Severity_Category,Potential_Consequence_Heuristic,Hazard,Barrier,Barrier_Failure,SIF_Label,SIF_Reason,Data_Quality,Potential_Consequence,Life_Saving_Rule,Secondary_LSR,Annotation_Status,Annotation_Confidence,Reviewer_Notes
2025_2025sf_2__029,2025sf(2).pdf,Fatal Incident,2025,11 Nov 2025,Mexico,Unspecified,Company,Other,"Internal organs, | Chemical or physical irritation or exposure","Chemical or physical irritation or exposure, Time in service: -",,Unspecified - Other,"Maintenance, inspection, testing",,,,Unspecified,,,"The worker, while supporting the operator in connecting the unit to the firefighters’ supply line to pump water to attend the fire at substation #7, located south of the Firefighting Station, began to feel unwell. Firefighting personnel transported him to the clinic, and he was later taken by emergency ambulance to hospital, where his death was reported. The incident resulted in a heart attack, which was triggered by the inhalation of toxic substances during an emergency response.","• End of the transformer’s service life. • Lack of maintenance and inspection of the transformer. • Non-compliance with Electrical Installations ‘Use’, Article 250.190.",• Implement furan analysis in the CT for all oil-filled transformers to increase reliability in terms of their service life. • Increase the frequency of predictive maintenance inspections. • Perform daily predictive maintenance inspections on transformer and to develop a preventive maintenance and electrical testing program for the transformer (due to the scope of the fire).,"PROCESS (CONDITIONS): Protective Systems: Inadequate/defective Personal Protective Equipment PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing PROCESS (CONDITIONS): Work Place Hazards: Hazardous atmosphere (explosive/toxic/asphyxiant) PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment 31 NORTH AMERICA ONSHORE",Fatal/PI,Fatality indicated in source,,,,,,Cleaned; review before annotation,,,,,,
2025_2025sf_2__030,2025sf(2).pdf,Fatal Incident,2025,10 Dec 2025,Mexico,Unspecified,Contractor,"Maintenance, craftsman",Leg/knee/hip,"Cut, Puncture, Scrape",,Struck by (not dropped object),Production operations,,,,Line of fire,,,"The contractor worker, 50 years old, while performing activities on an 18"" floating gate valve located at the inlet line to separator at the Gas Transportation Processing Centre, was struck by a metal element in the right front hip. He was transported to the clinic located outside the facility, where the on-duty physician declared him deceased at 10:30 h.","The incident was originated from the failure of an O-ring. This failure caused the violent ejection of the worm screw, resulting in a fatal injury to a worker. This finding highlights a systemic deficiency in the certification and quality processes for replacement components used in Floating Gate Valves (FGVs).","Contractors must provide evidence of maintenance, inspection, testing, and certification for all machinery and equipment they will use, ensuring that tests comply with applicable regulations. Through a temporary management of change process, it must be confirmed that contractor equipment does not introduce additional risks. The valve design must comply with API-6D, and material certifications must meet NACE MR-0175 requirements for sour service. The procedure must also be updated to include the correct personnel positioning during valve opening and the actions to take in case of abnormal conditions.","PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate design/specification/management of change PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate/defective tools/equipment/ materials/products PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment 32 NORTH AMERICA ONSHORE",Fatal/PI,Fatality indicated in source,,,,,,Cleaned; review before annotation,,,,,,
2025_2025sf_2__031,2025sf(2).pdf,Fatal Incident,2025,12 Aug 2025,USA,Production,Company,"Foreman, Supervisor",Internal organs,Unspecified,,Struck by (not dropped object),Transport - Land,,,,Driving,,,"While driving a company vehicle in between work sites, employee (IP) vehicle was struck by an oncoming non- affiliated vehicle which crossed into employee’s lane. As a result of the impact, the employee sustained fatal injuries.","While driving a company vehicle in between work sites, employee (IP) vehicle was struck by an oncoming non- affiliated vehicle which crossed into employee’s lane. As a result of the impact, the employee sustained fatal injuries.",Incident was associated actions of third party.,No Causal Factors Allocated,Fatal/PI,Fatality indicated in source,,,,,,Cleaned; review before annotation,,,,,,
2025_2025sf_2__032,2025sf(2).pdf,Fatal Incident,2025,18 Sep 2025,USA,Construction,Contractor,,"Head (incl. mouth, etc.)",Concussion,,Struck by (not dropped object),"Construction, commissioning, decommissioning",,,,Energy isolation,Line of fire,,"Around 10 minutes into clearing/removal activities a high energy release occurred ejecting the contents of the piping assembly including the pig, fatally striking a contract worker in the head.",High energy release. 33 NORTH AMERICA ONSHORE,Pending Investigation.,PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire),Fatal/PI,Fatality indicated in source,,,,,,Cleaned; review before annotation,,,,,,
2025_2025sf_2__033,2025sf(2).pdf,Fatal Incident,2025,19 May 2025,USA,Unspecified,Contractor,Heavy equipment operator,"Neck/torso/spine, | Crushing","Crushing, Time in service: > 1 year < 5 years",> 1 year < 5 years,Dropped objects,"Lifting, crane, rigging, deck operations",,,,Safe mechanical lifting,Line of fire,,"On May 19, 2025, at approximately 07:50 AM, the contractor was getting ready to move mud tank 1. The crane was positioned next to the mud tank. A contract rigger and contract floor hand went to the top of the tank to prepare the roof top to get it lowered with the crane. The rigger got a step ladder and positioned it at the edge of the roof top to be able to climb up to connect the crane slings to the pad eyes on the rooftop. As IP began to climb up onto the rooftop, the rooftop came towards IP, knocking IP off the ladder and onto the skid with the rooftop landing on top of IP.","Line of fire, load not secured.",Failure to follow procedure.,PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PEOPLE (ACTS): Following Procedures: Improper lifting or loading PEOPLE (ACTS): Use of Protective Methods: Equipment or materials not secured NORTH AMERICA OFFSHORE No fatal incidents reported. 34 RUSSIA & CENTRAL ASIA ONSHORE,Fatal/PI,Fatality indicated in source,,,,,,Cleaned; review before annotation,,,,,,
2025_2025sf_2__034,2025sf(2).pdf,Fatal Incident,2025,11 Jun 2025,Kazakhstan,Production,Contractor,Heavy equipment operator,"Neck/torso/spine, | Crushing","Crushing, Time in service: 10 + years",10 + years,Dropped objects,"Drilling, workover, well operations",,,,Safe mechanical lifting,Line of fire,,"During the night shift, a 3rd drilling crew was conducting casing operations (running Ø114.3 mm x 7.4 mm OTTM ""E"" filter pipes) at a depth of 750 meters using a drilling rig. At approximately 02:50 AM, the crew was handling the 18th filter pipe. After the assistant drillers positioned the pipe into the elevator (Model KM 114-140) and closed the locking handle, the driller began hoisting the block. During the ascent, the elevator's locking handle unexpectedly opened. The pipe was released and fell rapidly onto the rotor area. The falling pipe struck the Machinist, who was positioned on the lower receiving bridge/platform. The victim sustained multiple severe internal and external injuries. Despite immediate emergency calls, the victim passed away while in transit to the medical facility on the highway.","During the night shift, while hoisting the 18th filter pipe (Ø114.3 mm) to the rig floor, the elevator's locking handle unexpectedly opened. The pipe was released and fell rapidly through the rotor area. The Machinist was standing on the receiving platform below and was struck by the falling pipe.","Strict adherence to Red Zones: Personnel must strictly remain at their designated control posts during hoisting and tripping operations. Any unauthorized movement within the drilling rig area during active operations is strictly prohibited. Exclusion Zone Enforcement: High-risk areas where loads are being moved must be physically barricaded and marked with visible warning signs. Fencing materials must meet safety standards to prevent non-essential personnel from entering the ""Line of Fire"". Pre-Operation Equipment Verification: Before starting casing or liner running, supervisors and drillers must conduct a thorough inspection of the hoisting equipment, including elevators, to ensure all locking mechanisms are fully functional. Effective Internal Oversight: Formal safety briefings (Toolbox Talks) are insufficient if not supported by active field supervision. Employers must strengthen internal controls to ensure workers follow safety instructions in real-time.","PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PEOPLE (ACTS): Use of Protective Methods: Equipment or materials not secured PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate/defective tools/equipment/ materials/products 35 RUSSIA & CENTRAL ASIA ONSHORE PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment PROCESS (CONDITIONS): Organizational: Inadequate communication PROCESS (CONDITIONS): Organizational: Inadequate supervision",Fatal/PI,Not explicitly determined,,,,,,Cleaned; review before annotation,,,,,,
2025_2025sf_2__035,2025sf(2).pdf,Fatal Incident,2025,29 May 2025,Kazakhstan,Production,Company,"Maintenance, craftsman","Neck/torso/spine, | Crushing","Crushing, Time in service: > 6 months < 1 year",> 6 months < 1 year,Dropped objects,"Lifting, crane, rigging, deck operations",,,,Safe mechanical lifting,Line of fire,,"During repair works on the Oil-Water Emulsion Heater at a Group Station, a fragment of a concrete block fell on a maintenance mechanic. The worker sustained severe physical injuries and passed away in the ambulance during transit to the hospital.","1. Unsafe Acts and Human Factors: Personnel applied an unauthorized ""choke hitch"" slinging method after the burner became stuck during the initial lifting attempt. The injured worker violated safety protocols by pulling himself up on the burner itself to secure the sling, using the equipment as a physical support. When technical difficulties arose (equipment jamming), the crew failed to stop work for a reassessment of risks, leading to the burner falling along with the worker. 2. Failures in Operational Control: The responsible line supervisor was absent from the high-risk work site, having left for another facility to perform a different task. Oversight regarding the adherence to safety requirements by responsible persons and the employer was deemed insufficient. Despite the existence of a permit-to-work, no actual risk assessment (dynamic risk assessment) was conducted directly at the work site prior to the task. 3. Organizational and Systemic Deficiencies: The technological regulations lacked step-by-step instructions for the dismantling and installation of the burner, leading to dangerous improvisation on-site. Insufficient training and qualification of workers for this specific type of hazardous work were identified. The internal control system failed to provide adequate supervision during the planning and resource allocation stages. 4. Technical Consequences: As a result of falling from height along with the burner, the worker sustained severe injuries. The worker passed away in the ambulance enroute to the hospital.","1. Operational Oversight and Supervision: High-risk activities must never be conducted without the continuous presence and active supervision of a designated line supervisor. Supervisors must prioritize safety oversight over secondary tasks; leaving a high-risk site unattended creates a critical vulnerability. 36 RUSSIA & CENTRAL ASIA ONSHORE 2. Risk Assessment and ""Stop Work Authority"": A formal risk assessment must be documented and registered before starting any maintenance or dismantling work. Personnel must be empowered and trained to exercise ""Stop Work Authority"" the moment a task deviates from the plan (e.g., equipment jamming) to perform a dynamic risk reassessment. No work should commence or continue if safety measures are not fully organized or if the situation changes unexpectedly. 3. Technical Documentation and Procedures: Technological regulations must include detailed, step-by-step instructions for specific hazardous tasks, such as burner dismantling, including approved slinging points and methods. All technical procedures should be reviewed to ensure they cover the full lifecycle of the task: setup, execution, and emergency contingencies 4. Competence and Training: Training programs must go beyond general safety and focus on specific, high-risk operational tasks to ensure workers are fully prepared for the technical challenges they may face. Regular safety briefings should reinforce the dangers of using equipment (like burners or piping) as physical supports or climbing aids. 5. Permit-to-Work (PTW) System: The PTW system must be strictly enforced and potentially digitized to ensure all safety barriers are verified and documented by responsible parties before work begins.","PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PEOPLE (ACTS): Following Procedures: Improper lifting or loading PEOPLE (ACTS): Use of Tools, Equipment, Materials and Products: Improper use/position of tools/equipment/ materials/products PEOPLE (ACTS): Inattention/Lack of Awareness: Improper decision making or lack of judgment PROCESS (CONDITIONS): Organizational: Inadequate training/competence PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment PROCESS (CONDITIONS): Organizational: Inadequate supervision",Fatal/PI,Not explicitly determined,,,,,,Cleaned; review before annotation,,,,,,
2025_2025sf_2__036,2025sf(2).pdf,Fatal Incident,2025,30 Jun 2025,Kazakhstan,Production,Contractor,Heavy equipment operator,"Internal organs, | Major/multiple system trauma","Major/multiple system trauma, Time in service: 10 + years",10 + years,"Caught in, under or between (excl. dropped objects)","Maintenance, inspection, testing",,,,Line of fire,Bypassing safety controls,,"Crew No. 1 arrived at the well to begin rig-up operations. While the crew was unloading equipment from a semi- trailer, the Hoist Operator (IP) identified a mechanical issue with the mobile hoist unit. 37 RUSSIA & CENTRAL ASIA ONSHORE The IP crawled underneath the chassis of the hoist to perform an inspection/repair. While positioned under the vehicle, he requested a Driller (who was not part of the mechanical maintenance team) to start the engine. When the Driller turned the ignition key, the hoist unexpectedly moved in reverse. The front axle wheel of the unit passed over the IP. Emergency services were summoned immediately; however, the victim succumbed to his injuries while in transit to the Hospital.","A breakdown in basic safety discipline and mechanical safety protocols occurred. A worker positioned himself underneath a heavy mobile hoist unit to perform an inspection/repair and instructed a colleague (who was not the designated operator) to start the engine. Because the vehicle was likely in gear or moved upon ignition, the worker was crushed.","Maintenance Boundaries: Field personnel (drillers) should not perform mechanical repairs or troubleshooting on heavy machinery unless specifically trained and authorized. Communication Protocol: Clear ""Start-up"" protocols must be established; an engine should never be started while personnel are in the ""Line of Fire"" or under the chassis. LOTO (Lockout/Tagout): Any work performed under a vehicle requires the engine to be off, keys removed, and wheels chocked.","PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PEOPLE (ACTS): Use of Tools, Equipment, Materials and Products: Servicing of energized equipment/inadequate energy isolation PEOPLE (ACTS): Use of Protective Methods: Equipment or materials not secured PEOPLE (ACTS): Inattention/Lack of Awareness: Improper decision making or lack of judgment PROCESS (CONDITIONS): Organizational: Inadequate training/competence PROCESS (CONDITIONS): Organizational: Inadequate supervision PROCESS (CONDITIONS): Organizational: Poor leadership/organizational culture 38 RUSSIA & CENTRAL ASIA ONSHORE",Fatal/PI,Not explicitly determined,,,,,,Cleaned; review before annotation,,,,,,
2025_2025sf_2__037,2025sf(2).pdf,Fatal Incident,2025,16 Jul 2025,Kazakhstan,Production,Contractor,Other,"Internal organs, Nature of injury: Major/multiple system trauma, Time in service: > 1 year < 5 years","Major/multiple system trauma, Time in service: > 1 year < 5 years","> 1 year < 5 years | Major/multiple system trauma, Time in service: > 1 year < 5 years","Caught in, under or between (excl. dropped objects)",Transport - Land,,,,Driving,Bypassing safety controls,,"On July 16, 2025, a group accident occurred involving subcontractor personnel, the Camp Commandant was performing inspections at the field. Although a company-authorized vehicle (Toyota Hilux) was scheduled for the IP's return to the base at 15:00, the IP remained on-site to complete tasks. Later, without notifying the management, the IP boarded a private Lexus GX 460 belonging to the subcontractor, which was at the field for plumbing/maintenance work. The vehicle was carrying five occupants. While traveling on a gravel road, the driver lost control. The vehicle veered off the road and rolled over multiple times. Two passengers died instantly; two others, including the driver, died later due to severe injuries.","Unauthorized transportation: The Camp Commandant and a plumber boarded a private vehicle belonging to an individual entrepreneur (IE) without informing management or following the official journey management plan. Speeding on gravel: The vehicle was traveling at 93.4 km/h on a dry gravel road, which significantly exceeded safe limits for the terrain. Lack of oversight: The driver (hired by the IE) was operating the vehicle without a valid driver's license. Failure of Contractor Management: A private vehicle (Lexus GX 460) was allowed into the field territory and used for personnel transport without a permit, GPS/IVMS monitoring, or technical inspection. 39 RUSSIA & CENTRAL ASIA ONSHORE","Journey management is mandatory: No personnel movement between sites should occur without a documented journey management plan and a company-authorized vehicle. Zero tolerance for private vehicles: Using private or subcontractor-owned ""personal"" vehicles for work-related transit must be strictly prohibited and monitored at security checkpoints. Verification of subcontractors: Business units must verify that IEs and small subcontractors comply with HSE standards, including driver licensing and vehicle safety, before they are granted site access. Communication protocols: Employees must be re-educated on the ""Stop Work Authority"" and the requirement to wait for official transport rather than taking unauthorized rides.",PEOPLE (ACTS): Following Procedures: Work or motion at improper speed PEOPLE (ACTS): Use of Protective Methods: Inadequate use of safety systems PEOPLE (ACTS): Inattention/Lack of Awareness: Improper decision making or lack of judgment PROCESS (CONDITIONS): Organizational: Inadequate training/competence PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment PROCESS (CONDITIONS): Organizational: Inadequate supervision 40 RUSSIA & CENTRAL ASIA OFFSHORE,Fatal/PI,Fatality indicated in source,,,,,,Cleaned; review before annotation,,,,,,
2025_2025sf_2__038,2025sf(2).pdf,Fatal Incident,2025,18 Mar 2025,Azerbaijan,Production,Company,"al health and safety requirements. • Only competent and authorized signallers shall be assigned to control and manage crane and lifting operations. • Hazards and risks associated with lifting activities must be clearly identified, communicated, and mitigated before work begins. • Personnel assigned to lifting operations must possess the appropriate competence and authorization for their respective roles. • A responsible person shall be formally appointed for each lifting operation, with roles and responsibilities clearly defined and communicated. • A supervision and monitoring system shall be implemented and maintained to ensure lifting activities are carried out in accordance with approved procedures and plans. 41 RUSSIA & CENTRAL ASIA OFFSHORE","Unspecified, | al health and safety requirements. • Only competent and authorized signallers shall be assigned to control and manage crane and lifting operations. • Hazards and risks associated with lifting activities must be clearly identified, communicated, and mitigated before work begins. • Personnel assigned to lifting operations must possess the appropriate competence and authorization for their respective roles. • A responsible person shall be formally appointed for each lifting operation, with roles and responsibilities clearly defined and communicated. • A supervision and monitoring system shall be implemented and maintained to ensure lifting activities are carried out in accordance with approved procedures and plans. 41 RUSSIA & CENTRAL ASIA OFFSHORE | Inhalation, poisoning, intoxication, asphyxiation, drowning","Inhalation, poisoning, intoxication, asphyxiation, drowning, Time in service: 10 + years",10 + years,"Water related, drowning","Lifting, crane, rigging, deck operations",,,,Safe mechanical lifting,Line of fire,,"While repair activities were being carried out on an offshore trestle bridge, a 50-ton Liebherr crawler crane lost stability and toppled into the sea. The crane operator was fatally drowned as a result of the incident.",• Inadequate risk assessment and lack of lifting plan; • Lack of adequate supervision of the lifting operation by the site supervisor; • Failure to appoint a competent signaller to control crane operations; • Poor risk awareness among the workforce and failure to communicate hazards and risks prior to commencing work.,"• All lifting operations must be supported by a documented risk assessment and an approved lifting plan prior to commencement of work. • Workers involved in lifting activities shall be briefed on the Safe Lifting Operations Procedure, with training provided and competency verified. • Effective supervision must be ensured by designated responsible persons to confirm compliance with","PEOPLE (ACTS): Following Procedures: Deviation unintentional (by individual or group) PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PEOPLE (ACTS): Following Procedures: Improper lifting or loading PEOPLE (ACTS): Use of Tools, Equipment, Materials and Products: Improper use/position of tools/equipment/ materials/products PEOPLE (ACTS): Use of Protective Methods: Failure to warn of hazard PEOPLE (ACTS): Inattention/Lack of Awareness: Improper decision making or lack of judgment PROCESS (CONDITIONS): Organizational: Inadequate training/competence PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment PROCESS (CONDITIONS): Organizational: Inadequate supervision 42 SOUTH & CENTRAL AMERICA ONSHORE",Fatal/PI,Fatality indicated in source,,,,,,Cleaned; review before annotation,,,,,,
2025_2025sf_2__039,2025sf(2).pdf,Fatal Incident,2025,10 Jul 2025,Argentina,Production,Contractor,Process/equipment operator,"Neck/torso/spine, | Fracture","Fracture, Time in service: > 5 years < 10 years",> 5 years < 10 years,"Caught in, under or between (excl. dropped objects)",Transport - Land,,,,Driving,,,"On July 10, 2025, at approximately 7:40 AM, while traveling along public road, a contractor minibus carrying four passengers and a driver was involved in a frontal collision with a third-party truck, which had a single occupant. A third vehicle, a car carrying three passengers, was also involved in the incident. As a result of the collision, one passenger from the minibus and the driver of the truck tragically lost their lives. The remaining minibus occupants sustained injuries of varying severity and were transported to hospital for treatment. The three passengers from the car were medically evaluated and later discharged. Emergency services and another contractor vehicle arrived within minutes, and emergency calls were made.","Preliminary indications suggest the car, traveling ahead of the minibus, may have crossed lanes and interacted with the truck, triggering a chain reaction that caused the truck to veer into the minibus’s path. The crash occurred rapidly, leaving little time for evasive action. Two passengers who were not wearing seatbelts were ejected from the minibus upon impact. One passenger sustained fatal injuries, while the other was severely injured. 43 SOUTH & CENTRAL AMERICA ONSHORE","1. While Contractor HSSE Management processes are in place and HSSE risks are generally identified as high, inconsistent specification, documentation, and assurance of transport and driver safety requirements - particularly for personnel transportation - can lead to gaps in effective risk mitigation. Clear, consistent contract requirements, robust contractor and subcontractor transport safety capability assessments, aligned HSSE Plans, and disciplined assurance with tracked actions to closure are essential to ensure driver safety risks are adequately managed throughout the contract lifecycle. 2. Transport and driver safety risks were inconsistently identified, embedded, or assured within contractor scopes - particularly in multi-mode contracts - leading to gaps in critical controls such as seatbelt use, fatigue management, and safety technology deployment. Clear scope ownership and active contract holder engagement, as seen in road-transport-focused contracts, are essential to ensure consistent enforcement of legal requirements, driver readiness, and effective use of technology-enabled controls across all transport activities. 3. Emergency response arrangements were not sufficiently adapted for road transport and commuting scenarios, with plans, training, and exercises primarily focused on site-based emergencies. The absence of joint planning with contractors, limited consideration of regional infrastructure and communication constraints, unclear offsite roles and responsibilities, and poorly defined notification and activation protocols reduced preparedness and effectiveness for offsite incidents. Emergency response planning must explicitly address offsite transport risks and be jointly assured with contractors to ensure timely, coordinated, and effective response.",PEOPLE (ACTS): Following Procedures: Deviation unintentional (by individual or group) PEOPLE (ACTS): Following Procedures: Work or motion at improper speed PEOPLE (ACTS): Use of Protective Methods: Inadequate use of safety systems PEOPLE (ACTS): Inattention/Lack of Awareness: Fatigue PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures,Fatal/PI,Fatality indicated in source,,,,,,Cleaned; review before annotation,,,,,,
2025_2025sf_2__040,2025sf(2).pdf,Fatal Incident,2025,29 Oct 2025,Peru,Production,Contractor,Other,Neck/torso/spine,Unspecified,- 44 SOUTH & CENTRAL AMERICA ONSHORE,Aviation accident,Transport - Air,,,,Other issue – no applicable rule,,,"During the execution of external load hooking operations in the aerial operations, a helicopter crashed to the ground, resulting in three fatalities, total loss of the aircraft, and a small-scale fuel spill with limited environmental impact.",Incident currently under investigation.,Incident currently under investigation.,"No Causal Factors Allocated SOUTH & CENTRAL AMERICA OFFSHORE No fatal incidents reported. 45 For the full analysis of 2025 results, as well as all fatal incident reports submitted to IOGP since 1991, visit IOGP’s data website at: https://data.iogp.org 3 Moorgate Place, London, EC2R 6EA, United Kingdom T: +32 2 882 16 53 T: +44 20 4570 6879 E: reception-europe@iogp.org E: reception@iogp.org",Fatal/PI,Fatality indicated in source,,,,,,Cleaned; review before annotation,,,,,,
2025_2025sh_2__001,2025sh(2).pdf,High Potential Event,2025,13 Mar 2025,Gabon,Drilling,,,,,,"Caught in, under or between (excl. dropped objects)",Transport - Land,,,,Driving,Line of fire,,"On Thursday March 13th, 2025, the crew change bus had a road accident. It was 18h30 and after a heavy rain at the time of the incident. The bus driver was driving too close to the road edge to avoid potholes of the road section. While doing so a part of the road edge collapsed under the right front bus tire making the bus end its trajectory on the pipelines on the side of the road with 28 pax on board. Immediate action: • An alcohol test was performed (negative). • The TAG removed. • Rearranged work because of restricted mobility due to ankle sprain.","Road accident: Bus swerved to avoid potholes and crashed ending up on its side. During emergency exit, one passenger twisted his ankle badly and ended with a lost injury.","The bus had design flaws, and all buses of this type were completely removed from our bus fleet. In addition, the procedure for driving on our laterite roads was reviewed.","PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PEOPLE (ACTS): Following Procedures: Work or motion at improper speed PROCESS (CONDITIONS): Work Place Hazards: Inadequate surfaces, floors, walkways or roads PROCESS (CONDITIONS): Work Place Hazards: Storms or acts of nature PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment 5 AFRICA ONSHORE",High Potential / HPE,Not explicitly determined,,,,,,Cleaned; review before annotation,,,,,,
2025_2025sh_2__002,2025sh(2).pdf,High Potential Event,2025,01 May 2025,Gabon,Drilling,,,,,,Struck by (not dropped object),"Lifting, crane, rigging, deck operations",,,,Safe mechanical lifting,Line of fire,,"At around 4am on 1st of May, the two men on the crane were assigned to a new location. The operation involved depositing the counterweights. Following a counter-order from the supervisor, they had to carry out a final lift before going on to the new location. The spider chains were replaced on the counterweights. As the chains are lifted, one of the hooks gets caught in the guide of the counterweight. When the chains come off, they have a spring effect. The banksman can't reasonably control three of them and the fourth spins around him with his back lower. The spider chain hit the banksman at the back. The IP received pain killer treatment before transferring to hospital by chopper. The IP suffered a permanent impairment injury.",The banksman was hit by one of the four hooks on the spider chain.,"• Poor work planning. • Inadequate communication between workers. • Inadequate execution of the operation. • Failure to follow lifting procedures, resulting in risks becoming normalized.",PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PEOPLE (ACTS): Following Procedures: Improper lifting or loading PEOPLE (ACTS): Inattention/Lack of Awareness: Improper decision making or lack of judgment PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment PROCESS (CONDITIONS): Organizational: Inadequate communication PROCESS (CONDITIONS): Organizational: Poor leadership/organizational culture 6 AFRICA ONSHORE,High Potential / HPE,Not explicitly determined,,,,,,Cleaned; review before annotation,,,,,,
